customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
C00186,Male,No,Yes,Yes,50,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer,83.93,4153.67,1
C00187,Female,Yes,Yes,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.67,243.31,0
C00188,Female,No,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,117.64,4605.95,0
C00189,Male,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,26.81,212.55,1
C00190,Female,No,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,32.84,1914.28,0
C00191,Male,No,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,77.75,2461.76,1
C00192,Female,No,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,29.63,1109.63,0
C00193,Female,No,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer,92.94,3081.48,1
C00194,Male,No,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,32.03,1636.06,0
C00195,Female,No,No,No,60,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer,84.44,5092.8,0
C00196,Female,No,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,27.84,117.17,0
C00197,Male,Yes,Yes,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,110.57,2989.13,1
C00198,Male,No,Yes,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer,91.91,3710.59,0
C00199,Female,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,25.55,750.63,0
C00200,Female,No,No,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,31.54,951.4,0
C00201,Male,No,Yes,No,8,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,95.63,826.02,1
C00202,Male,No,No,No,25,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,65.81,1692.88,1
C00203,Male,Yes,No,No,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,82.11,2713.1,1
C00204,Female,Yes,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,111.59,4938.61,1
C00205,Female,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,26.76,1453.74,0
C00206,Female,No,No,No,5,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer,90.72,457.61,0
C00207,Female,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,29.68,1064.22,0
C00208,Male,No,Yes,No,10,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,88.8,922.71,1
C00209,Female,No,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer,62.73,1412.08,1
C00210,Male,Yes,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,34.57,1202.96,0
C00211,Male,No,No,No,39,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,86.65,3376.55,1
C00212,Male,No,No,No,16,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card,93.88,1490.4,0
C00213,Female,No,No,No,49,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,84.96,4113.74,0
C00214,Male,No,Yes,Yes,4,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card,61.43,258.45,0
C00215,Male,Yes,Yes,Yes,48,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card,90.77,4377.89,0
C00216,Male,No,Yes,Yes,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card,87.55,1188.57,1
C00217,Female,No,Yes,No,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.27,850.9,0
C00218,Female,Yes,No,No,24,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.21,2237.96,1
C00219,Male,No,Yes,Yes,17,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,114.28,1903.85,1
C00220,Female,No,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,32.52,1210.18,0
C00221,Female,No,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,30.02,1562.84,0
C00222,Female,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,100.18,1140.12,1
C00223,Male,No,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.79,1069.98,0
C00224,Male,No,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,105.9,4338.89,0
C00225,Female,No,No,No,46,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card,60.78,2762.93,0
C00226,Male,Yes,No,Yes,34,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,71.75,2428.85,0
C00227,Female,No,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,92.81,1937.8,1
C00228,Male,Yes,No,No,58,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,90.12,5312.49,0
C00229,Male,Yes,Yes,Yes,55,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer,92.67,5083.15,0
C00230,Female,No,No,No,17,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,71.36,1293.99,0
C00231,Female,No,Yes,No,38,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card,95.88,3764.3,1
C00232,Female,No,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,91.82,766.69,1
C00233,Male,No,Yes,Yes,61,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card,77.04,4696.55,0
C00234,Male,No,Yes,Yes,53,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card,70.92,3714.87,1
C00235,Male,No,Yes,Yes,33,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card,77.81,2649.23,0
C00236,Male,No,Yes,Yes,57,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,96.83,5474.79,0
C00237,Female,No,Yes,Yes,51,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,77.1,3919.46,0
C00238,Male,No,No,No,2,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.39,183.85,1
C00239,Female,No,No,No,28,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer,94.61,2646.64,0
C00240,Female,No,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.9,240.36,0
C00241,Male,No,No,No,58,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer,90.6,5219.91,0
C00242,Male,Yes,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,97.03,2395.73,0
C00243,Female,Yes,Yes,Yes,16,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.51,1427.06,1
C00244,Male,No,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,96.5,4468.64,1
C00245,Male,No,No,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Mailed check,107.66,6485.02,0
C00246,Male,No,Yes,No,45,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Credit card,70.63,3160.38,0
C00247,Male,No,No,No,52,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card,77.54,4019.24,0
C00248,Female,No,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,92.53,4420.48,0
C00249,Female,No,No,Yes,52,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,69.37,3545.28,0
C00250,Female,No,No,No,35,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,94.44,3305.99,1
C00251,Male,No,No,No,2,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.98,189.68,1
C00252,Male,No,Yes,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,95.86,4058.68,0
C00253,Female,Yes,No,No,3,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,62.97,153.04,1
C00254,Female,No,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Credit card,83.25,2396.92,1
C00255,Female,No,Yes,No,15,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,19.55,324.25,1
C00256,Male,Yes,No,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,102.41,5734.77,1
C00257,Male,No,No,No,26,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,66.23,1725.93,0
C00258,Female,No,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer,90.47,3248.88,0
C00259,Female,No,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.89,1163.7,0
C00260,Male,Yes,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,113.29,4049.78,1
C00261,Female,No,No,No,7,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,69.22,460.05,1
C00262,Male,No,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.94,182.11,1
C00263,Female,No,Yes,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,76.41,243.71,1
C00264,Female,No,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card,110.61,3717.8,0
C00265,Male,No,No,Yes,25,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,72.83,1740.49,1
C00266,Female,No,Yes,No,57,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card,95.74,5454.12,0
C00267,Female,No,Yes,No,68,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,81.06,5466.43,0
C00268,Female,No,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,24.88,389.8,0
C00269,Female,No,Yes,No,35,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,93.92,3240.46,0
C00270,Female,No,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Mailed check,103.14,4605.69,1
C00271,Female,No,No,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,102.55,740.82,1
C00272,Female,No,Yes,Yes,8,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.1,676.95,0
C00273,Female,No,No,No,30,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,87.26,2616.08,0
C00274,Male,Yes,No,No,22,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,75.42,1636.38,0
C00275,Male,Yes,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,87.77,3180.52,0
C00276,Female,No,No,No,27,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer,72.26,1947.54,1
C00277,Female,No,Yes,No,54,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,72.76,3927.5,1
C00278,Male,No,Yes,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.79,2073.01,1
C00279,Male,No,No,No,36,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card,52.73,1854.54,0
C00280,Male,No,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,99.7,3712.48,1
C00281,Female,Yes,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,109.52,1913.24,1
C00282,Female,No,Yes,Yes,46,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,85.3,3907.83,0
C00283,Female,No,Yes,Yes,22,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Bank transfer,68.15,1581.55,1
C00284,Female,Yes,Yes,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,34.01,1763.15,0
C00285,Male,No,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,91.79,4941.04,0
C00286,Female,No,No,No,36,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,81.55,2900.75,0
C00287,Female,No,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,101.73,4289.2,0
C00288,Female,No,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,24.1,688.64,0
C00289,Male,Yes,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.03,1614.79,0
C00290,Female,No,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer,75.43,1159.12,1
C00291,Male,No,No,No,27,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card,70.7,1952.24,1
C00292,Female,No,Yes,Yes,45,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,96.86,4363.03,1
C00293,Male,Yes,Yes,Yes,10,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card,54.3,476.98,0
C00294,Female,No,No,No,42,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,89.63,3740.25,0
C00295,Male,No,Yes,Yes,15,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,78.73,1180.45,0
C00296,Male,No,No,No,21,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card,78.66,1633.0,1
C00297,Male,Yes,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.39,3344.13,1
C00298,Male,No,No,No,32,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,77.69,2386.52,1
C00299,Male,No,No,No,36,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card,101.92,3795.6,0
C00300,Male,Yes,Yes,Yes,69,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,69.63,4774.98,0
C00301,Male,No,Yes,No,41,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,89.61,3720.08,1
C00302,Female,No,No,No,41,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,96.81,3968.67,1
C00303,Male,No,No,No,43,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,93.77,3992.24,1
C00304,Male,No,No,No,61,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Credit card,76.74,4674.34,0
C00305,Male,No,Yes,No,38,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,71.11,2712.5,0
C00306,Female,No,No,No,25,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,81.02,2143.9,1
C00307,Female,No,No,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,93.39,5104.73,0
C00308,Male,No,Yes,No,60,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,75.2,4517.46,0
C00309,Female,No,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.32,1417.01,0
C00310,Female,Yes,No,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,91.73,3146.73,0
C00311,Female,No,Yes,No,33,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,84.11,2733.58,0
C00312,Female,No,No,No,25,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Bank transfer,57.91,1464.52,1
C00313,Female,No,No,No,4,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.57,301.55,1
C00314,Female,No,Yes,No,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.0,1283.55,0
C00315,Female,No,No,No,60,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card,71.56,4254.28,0
C00316,Female,No,No,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,18.0,1018.51,0
C00317,Female,No,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,31.7,553.16,0
C00318,Male,No,Yes,No,52,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,76.95,4097.91,1
C00319,Female,No,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,23.95,358.63,1
C00320,Male,Yes,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.16,399.48,1
C00321,Male,No,No,No,19,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,90.42,1785.46,0
C00322,Female,No,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.47,1919.56,0
C00323,Female,No,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,96.39,2286.86,1
C00324,Male,No,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer,100.82,5616.83,0
C00325,Male,No,No,No,64,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,103.79,6574.82,0
C00326,Male,Yes,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,101.51,5868.8,0
C00327,Male,Yes,No,No,67,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card,102.75,6891.46,0
C00328,Male,No,Yes,Yes,42,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,62.7,2564.29,0
C00329,Male,Yes,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,26.68,1417.69,0
C00330,Female,No,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,30.31,1365.53,0
C00331,Male,No,Yes,No,35,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card,72.79,2495.0,0
C00332,Female,No,Yes,No,64,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card,84.1,5313.14,0
C00333,Male,No,No,No,72,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card,66.26,4770.46,0
C00334,Male,No,No,No,33,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,104.85,3514.09,1
C00335,Female,Yes,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.05,479.97,1
C00336,Male,No,Yes,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,81.82,1581.18,1
C00337,Female,No,No,Yes,53,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,57.07,3016.35,0
C00338,Male,No,Yes,Yes,60,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,83.93,5044.37,0
C00339,Female,No,No,No,27,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,101.38,2797.2,1
C00340,Male,Yes,No,No,44,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Bank transfer,70.13,3086.26,0
C00341,Female,No,No,No,37,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer,81.75,3042.61,1
C00342,Male,No,No,No,65,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card,87.99,5640.53,0
C00343,Male,No,No,No,56,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,86.85,4818.27,0
C00344,Male,No,Yes,Yes,24,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,82.89,1926.08,1
C00345,Male,No,No,Yes,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card,102.64,5353.83,0
C00346,Male,No,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,82.86,1705.23,1
